custateomer,state,gender,education,custateomer_lifetime_value,income,monthly_premium_auto,number_of_open_complaints,policy_type,vehicle_class,total_claim_amount,vehicle_classs,customer,customer_lifetime_value
,Oregon,M,High School or Below,,95697,107,0,Personal Auto,Luxury,178,,HU41273,8564.0
,Arizona,M,College,,26806,63,0,Personal Auto,Four-Door Car,302,,VS73599,7019.0
,Oregon,M,High School or Below,,30595,69,0,Corporate Auto,Four-Door Car,446,,TO74000,8114.0
,Nevada,M,College,,88079,61,0,Personal Auto,Two-Door Car,121,,MS45259,4864.0
,Oregon,F,Bachelor,,99803,71,0,Personal Auto,Four-Door Car,189,,LI45265,8569.0
,Nevada,F,High School or Below,,0,118,0,Personal Auto,Four-Door Car,1118,,LK70293,17793.0
,Oregon,M,Bachelor,,0,191,0,Personal Auto,Luxury,1375,,FY24370,12944.0
,Oregon,F,College,,36283,68,1,Personal Auto,Four-Door Car,291,,YE64125,2649.0
,Arizona,F,Bachelor,,66991,115,0,Personal Auto,SUV,399,,QT39025,4582.0
,California,M,Bachelor,,34322,70,2,Corporate Auto,Four-Door Car,336,,LO15516,2691.0
,Oregon,F,College,,44855,63,1,Personal Auto,Four-Door Car,103,,FM47139,2466.0
,Arizona,M,Bachelor,,97729,115,1,Personal Auto,Four-Door Car,221,,LW59140,9277.0
,Oregon,F,High School or Below,,48263,104,0,Personal Auto,Two-Door Car,674,,JA26024,4142.0
,California,F,Bachelor,,68343,79,0,Personal Auto,Two-Door Car,379,,YF16441,27990.0
,Oregon,M,Master,,76847,118,0,Corporate Auto,SUV,31,,QT43282,9409.0
,Oregon,M,High School or Below,,35795,65,0,Personal Auto,Four-Door Car,312,,NL17964,2581.0
,California,F,Bachelor,,0,71,0,Personal Auto,Four-Door Car,340,,CD27895,7637.0
,Oregon,F,High School or Below,,53074,61,0,Personal Auto,Two-Door Car,268,,CF62992,2471.0
,California,F,College,,0,63,0,Corporate Auto,Four-Door Car,732,,QK23742,2302.0
,Arizona,F,Bachelor,,28743,112,0,Personal Auto,SUV,537,,UV64489,8716.0
,California,F,College,,81839,65,1,Personal Auto,Four-Door Car,74,,ED65109,5207.0
,Oregon,F,College,,14030,72,0,Personal Auto,Two-Door Car,345,,SC40169,2719.0
,Oregon,F,College,,32764,61,0,Personal Auto,Two-Door Car,292,,PW88443,2452.0
,Oregon,M,Master,,74775,95,0,Personal Auto,Four-Door Car,676,,YZ38778,3829.0
,Arizona,F,Bachelor,,53503,114,0,Personal Auto,Four-Door Car,547,,EO77382,8873.0
,California,M,College,,34455,135,0,Personal Auto,SUV,648,,SM42728,15925.0
,Washington,M,High School or Below,,52198,74,0,Personal Auto,Two-Door Car,355,,PX31667,2952.0
,Oregon,F,College,,64429,133,2,Personal Auto,SUV,222,,NC35008,15923.0
,Oregon,M,High School or Below,,44788,61,0,Personal Auto,Four-Door Car,386,,XC77244,7285.0
,California,F,Bachelor,,30130,110,0,Personal Auto,SUV,528,,UM52895,13104.0
,Arizona,F,College,,0,65,0,Personal Auto,Two-Door Car,149,,WV39838,2436.0
,Nevada,M,High School or Below,,0,275,1,Corporate Auto,Luxury,1980,,IT92328,9350.0
,Oregon,F,High School or Below,,34337,113,0,Corporate Auto,Four-Door Car,542,,QD86074,9035.0
,California,M,High School or Below,,22276,111,1,Personal Auto,SUV,783,,WH80404,17250.0
,California,M,College,,52980,64,0,Personal Auto,Four-Door Car,191,,XH20787,2549.0
,California,F,Bachelor,,97736,74,0,Personal Auto,Four-Door Car,60,,ZU50513,8954.0
,Washington,F,College,,0,67,0,Corporate Auto,Two-Door Car,222,,TW42649,2467.0
,Washington,F,High School or Below,,0,73,1,Corporate Auto,Four-Door Car,792,,QH46481,7700.0
,Nevada,F,College,,68727,94,0,Corporate Auto,Two-Door Car,386,,MQ73697,3776.0
,Nevada,M,Bachelor,,71391,67,0,Personal Auto,Four-Door Car,284,,UG48681,8044.0
,California,F,College,,62271,63,0,Personal Auto,Four-Door Car,25,,ID58230,5029.0
,California,M,High School or Below,,0,187,0,Personal Auto,Luxury,1346,,DY35486,19957.0
,California,F,High School or Below,,0,86,0,Corporate Auto,Four-Door Car,412,,EP64833,6179.0
,Washington,F,Bachelor,,0,76,0,Personal Auto,Four-Door Car,364,,MC69755,5678.0
,Washington,M,College,,28506,104,0,Personal Auto,SUV,499,,ZZ41158,4089.0
,Arizona,F,High School or Below,,0,86,0,Personal Auto,Four-Door Car,412,,QM59790,3142.0
,California,F,Bachelor,,0,94,0,Corporate Auto,Four-Door Car,676,,LL67008,22895.0
,California,F,Doctor,,94161,69,0,Personal Auto,Four-Door Car,108,,ZU69163,5586.0
,Oregon,M,College,,33345,102,0,Personal Auto,SUV,694,,EB72052,12105.0
,California,F,College,,64195,158,4,Personal Auto,SUV,618,,WA60547,11971.0
,Oregon,F,College,,0,138,0,Corporate Auto,SUV,688,,RV97631,15328.0
,Oregon,F,Bachelor,,67414,68,0,Personal Auto,Four-Door Car,148,,SS20130,5424.0
,Arizona,M,High School or Below,,33176,63,0,Corporate Auto,Four-Door Car,302,,ZI72165,4981.0
,Oregon,F,Bachelor,,0,139,0,Personal Auto,SUV,667,,HD29166,14635.0
,Oregon,M,College,,56779,86,0,Corporate Auto,Four-Door Car,435,,NP30139,6862.0
,California,M,College,,40810,114,0,Personal Auto,SUV,780,,FV54537,13745.0
,Nevada,M,High School or Below,,30622,68,0,Corporate Auto,Four-Door Car,326,,SG62327,8111.0
,Oregon,M,Doctor,,14119,67,0,Special Auto,Two-Door Car,68,,FX26050,22712.0
,Oregon,F,College,,77237,283,0,Personal Auto,Luxury,1358,,DU50092,56675.0
,Nevada,F,College,,24980,71,0,Personal Auto,Two-Door Car,511,,EU48798,8160.0
,Nevada,F,High School or Below,,66676,97,0,Corporate Auto,Four-Door Car,558,,WE93328,3919.0
,California,F,High School or Below,,0,69,1,Personal Auto,Four-Door Car,669,,KP83069,7286.0
,Oregon,M,High School or Below,,0,69,0,Personal Auto,Four-Door Car,331,,GO56075,7589.0
,Arizona,F,Bachelor,,0,82,0,Personal Auto,Four-Door Car,157,,DI19952,9032.0
,California,M,Bachelor,,41853,71,0,Personal Auto,Two-Door Car,155,,SV58690,5555.0
,Nevada,F,Bachelor,,23815,73,0,Personal Auto,Four-Door Car,424,,RF35142,8257.0
,California,M,Bachelor,,22885,73,0,Corporate Auto,Four-Door Car,386,,CU69816,2721.0
,Nevada,M,High School or Below,,32630,66,0,Personal Auto,Four-Door Car,202,,JM67025,5230.0
,California,F,College,,18577,86,0,Personal Auto,Four-Door Car,412,,OB69329,6273.0
,Oregon,M,High School or Below,,75952,73,0,Personal Auto,Two-Door Car,350,,GF19726,5866.0
,Nevada,M,Bachelor,,96390,73,0,Corporate Auto,Two-Door Car,316,,FH39427,8802.0
,California,F,College,,25680,73,0,Personal Auto,Two-Door Car,332,,VM69145,8722.0
,Nevada,M,Bachelor,,0,112,0,Personal Auto,Four-Door Car,806,,GN76399,8178.0
,Nevada,M,High School or Below,,51504,220,0,Personal Auto,Luxury,2552,,IV94496,43217.0
,Oregon,M,High School or Below,,0,74,3,Personal Auto,Four-Door Car,532,,NM91640,2442.0
,California,F,Master,,41456,73,0,Personal Auto,Four-Door Car,257,,DS46955,2919.0
,Nevada,M,High School or Below,,44368,80,0,Personal Auto,Two-Door Car,384,,LU82585,6366.0
,Oregon,F,Master,,70961,85,0,Corporate Auto,Four-Door Car,408,,QX31376,17114.0
,Oregon,F,Doctor,,21986,63,0,Personal Auto,Two-Door Car,333,,SQ36805,2395.0
,Oregon,F,College,,0,83,0,Corporate Auto,Four-Door Car,708,,UY57856,2987.0
,Arizona,F,Master,,33514,105,0,Personal Auto,Luxury,265,,OG84541,12780.0
,Arizona,F,College,,60230,98,0,Personal Auto,Four-Door Car,8,,NT66759,3906.0
,California,M,High School or Below,,0,70,1,Corporate Auto,Four-Door Car,494,,PR74307,2594.0
,Washington,M,College,,40818,66,0,Personal Auto,Four-Door Car,316,,PW15144,5267.0
,Oregon,M,College,,37937,116,0,Personal Auto,SUV,556,,KS89479,9095.0
,Arizona,F,College,,64571,89,0,Corporate Auto,Four-Door Car,452,,QA22158,7122.0
,California,M,Bachelor,,0,126,0,Corporate Auto,SUV,421,,MK32733,9117.0
,California,M,College,,21988,209,0,Personal Auto,Luxury,1003,,WL85494,41075.0
,Arizona,M,High School or Below,,0,95,0,Corporate Auto,Four-Door Car,684,,RZ79717,3486.0
,Oregon,M,Bachelor,,24672,93,0,Personal Auto,Two-Door Car,669,,NS12730,7297.0
,Oregon,M,High School or Below,,0,74,1,Corporate Auto,Four-Door Car,355,,YK32760,2502.0
,California,M,Bachelor,,0,96,0,Personal Auto,Four-Door Car,460,,SS77718,9955.0
,Oregon,M,Bachelor,,72878,61,2,Corporate Auto,Two-Door Car,45,,QP62600,7094.0
,Oregon,M,College,,88340,102,0,Personal Auto,Two-Door Car,489,,ET47892,12280.0
,Oregon,M,Bachelor,,52278,73,0,Personal Auto,Two-Door Car,234,,PS78418,5773.0
,California,F,College,,12902,139,0,Personal Auto,Luxury,667,,SK32629,4904.0
,Arizona,M,College,,99816,86,0,Corporate Auto,Two-Door Car,172,,LQ79472,3423.0
,Arizona,F,College,,26554,68,1,Personal Auto,Two-Door Car,391,,AI58500,2689.0
,California,M,High School or Below,,77485,77,0,Corporate Auto,Four-Door Car,355,,ME47990,3109.0
,Oregon,M,College,,22537,64,1,Corporate Auto,Four-Door Car,307,,KU25309,22425.0
,California,F,High School or Below,,76522,71,0,Personal Auto,Four-Door Car,340,,RW66792,5705.0
,Oregon,F,College,,0,64,3,Personal Auto,Four-Door Car,602,,MN32305,2063.0
,Oregon,F,Master,,22886,65,0,Special Auto,Four-Door Car,312,,XS98744,5096.0
,Oregon,M,High School or Below,,0,115,0,Personal Auto,Two-Door Car,552,,SL19130,4101.0
,Oregon,M,High School or Below,,25506,65,0,Personal Auto,Two-Door Car,312,,JG66653,2537.0
,Nevada,M,High School or Below,,0,110,0,Personal Auto,SUV,1265,,GQ17441,3651.0
,California,F,College,,0,98,1,Personal Auto,Two-Door Car,705,,WL67313,10014.0
,Oregon,M,High School or Below,,0,191,0,Personal Auto,Luxury,2042,,LX33054,6758.0
,Oregon,F,College,,0,72,0,Personal Auto,Two-Door Car,345,,HN97052,5205.0
,Oregon,F,High School or Below,,96357,71,1,Personal Auto,Four-Door Car,238,,EB12732,2847.0
,California,M,College,,16266,100,0,Special Auto,SUV,1177,,KA29693,11513.0
,Arizona,M,High School or Below,,76516,95,0,Personal Auto,Two-Door Car,661,,KE41602,7588.0
,Arizona,F,College,,20484,61,0,Personal Auto,Four-Door Car,181,,QF17193,2389.0
,California,F,Master,,40215,64,0,Personal Auto,Four-Door Car,98,,IQ63581,5066.0
,California,M,Bachelor,,22854,122,0,Special Auto,Luxury,878,,MR39613,36860.0
,California,F,High School or Below,,0,118,1,Corporate Auto,SUV,264,,RQ22171,3961.0
,California,F,High School or Below,,55217,107,2,Personal Auto,Two-Door Car,696,,QV89791,8476.0
,California,M,College,,76276,86,0,Corporate Auto,Two-Door Car,93,,MD15300,10110.0
,Washington,F,College,,47918,62,0,Corporate Auto,Two-Door Car,246,,OW33876,2476.0
,California,F,Bachelor,,0,73,3,Corporate Auto,Two-Door Car,350,,SK12752,4462.0
,Arizona,M,College,,43499,80,0,Personal Auto,Four-Door Car,529,,BW65176,3141.0
,Oregon,M,High School or Below,,0,72,0,Corporate Auto,Two-Door Car,518,,XV31269,2496.0
,Arizona,F,College,,0,71,3,Personal Auto,Two-Door Car,476,,NV94455,6861.0
,Oregon,M,Bachelor,,21497,128,0,Personal Auto,Luxury,614,,QA32784,4983.0
,Arizona,M,High School or Below,,27972,61,0,Personal Auto,Four-Door Car,292,,UH41125,2227.0
,Nevada,F,Master,,20942,84,0,Personal Auto,Four-Door Car,403,,VS28690,9670.0
,Oregon,F,Bachelor,,0,71,0,Corporate Auto,Four-Door Car,511,,SD63822,5088.0
,Washington,F,High School or Below,,74298,177,0,Corporate Auto,Luxury,161,,QE50648,7095.0
,California,F,College,,23339,138,0,Corporate Auto,SUV,666,,EL77795,5437.0
,Arizona,F,College,,77031,125,0,Personal Auto,SUV,600,,VK98184,5033.0
,Oregon,M,College,,31739,71,0,Personal Auto,Two-Door Car,469,,BR69566,14019.0
,Nevada,M,High School or Below,,0,66,0,Personal Auto,Two-Door Car,420,,AI16519,4877.0
,Washington,F,Bachelor,,25236,89,0,Personal Auto,Four-Door Car,427,,SN67992,3449.0
,Oregon,F,College,,0,103,1,Personal Auto,SUV,685,,BE31382,3771.0
,Oregon,M,Bachelor,,40964,74,0,Special Auto,Two-Door Car,355,,ZP49970,5824.0
,Oregon,F,Doctor,,40896,109,0,Personal Auto,Luxury,319,,OA23108,4379.0
,Oregon,M,Bachelor,,95733,72,0,Corporate Auto,Two-Door Car,475,,LY90785,5793.0
,California,F,High School or Below,,39161,71,3,Personal Auto,Four-Door Car,340,,ZR66788,2725.0
,Arizona,M,Master,,84551,72,0,Personal Auto,Four-Door Car,28,,BL12371,5790.0
,Nevada,F,Bachelor,,12843,111,0,Corporate Auto,Four-Door Car,1143,,GB68813,8502.0
,Arizona,F,College,,71551,62,0,Personal Auto,Four-Door Car,297,,IG90926,2476.0
,Arizona,M,Bachelor,,0,71,0,Corporate Auto,Four-Door Car,511,,CT86614,2426.0
,Oregon,F,High School or Below,,77835,74,1,Personal Auto,Four-Door Car,43,,BL13393,5897.0
,Washington,F,Bachelor,,16764,61,0,Personal Auto,Four-Door Car,292,,TU33850,4617.0
,Nevada,M,High School or Below,,39007,105,0,Personal Auto,Two-Door Car,1023,,IL25109,12521.0
,Washington,F,Master,,20290,113,0,Personal Auto,SUV,766,,OP67672,9079.0
,Arizona,F,High School or Below,,46182,65,0,Corporate Auto,Two-Door Car,2,,NW73460,7777.0
,Oregon,F,College,,11920,74,0,Personal Auto,Four-Door Car,355,,LW57693,5601.0
,Arizona,M,High School or Below,,97162,86,0,Personal Auto,Four-Door Car,32,,JD81426,3459.0
,Arizona,M,College,,42743,117,1,Personal Auto,SUV,101,,AM99192,9061.0
,Oregon,F,College,,0,64,0,Personal Auto,Two-Door Car,40,,LQ31287,6866.0
,California,F,College,,0,87,3,Personal Auto,Four-Door Car,420,,ZU25563,2659.0
,Oregon,M,College,,85789,105,2,Personal Auto,Luxury,122,,RU75949,12332.0
,California,M,High School or Below,,0,82,0,Personal Auto,Four-Door Car,588,,DV85764,21172.0
,Oregon,M,High School or Below,,31349,93,0,Corporate Auto,Four-Door Car,446,,VU33725,3677.0
,Oregon,M,College,,37256,62,0,Personal Auto,Four-Door Car,128,,SV43220,9816.0
,Arizona,F,Bachelor,,0,69,0,Personal Auto,Four-Door Car,331,,WL61717,4922.0
,California,F,High School or Below,,0,102,0,Personal Auto,Luxury,848,,IW17510,7583.0
,Oregon,F,College,,58166,67,0,Personal Auto,Four-Door Car,91,,ZS35830,2685.0
,Washington,F,College,,0,63,1,Personal Auto,Four-Door Car,453,,TY95197,4132.0
,Arizona,M,Bachelor,,97361,73,0,Personal Auto,Four-Door Car,350,,PU73501,8622.0
,Washington,M,High School or Below,,51937,193,0,Personal Auto,Luxury,850,,FP65563,15253.0
,Oregon,F,College,,75921,106,0,Personal Auto,SUV,609,,IC44995,4277.0
,California,F,High School or Below,,92766,71,0,Personal Auto,Two-Door Car,379,,AY55759,20096.0
,Oregon,F,College,,12964,65,0,Personal Auto,Two-Door Car,362,,GO94903,4770.0
,Oregon,F,College,,48117,88,0,Corporate Auto,Four-Door Car,422,,TF35512,7025.0
,California,F,Bachelor,,0,77,0,Corporate Auto,Two-Door Car,554,,HY43263,8265.0
,Washington,M,High School or Below,,0,118,1,Personal Auto,SUV,966,,WP34496,24552.0
,Oregon,M,High School or Below,,66152,111,0,Corporate Auto,SUV,532,,QE73187,4407.0
,Arizona,M,High School or Below,,31093,64,0,Personal Auto,Four-Door Car,274,,WL13766,2482.0
,Arizona,F,High School or Below,,0,107,1,Personal Auto,SUV,513,,VT44999,3858.0
,California,F,High School or Below,,0,166,0,Special Auto,Luxury,1195,,RZ14993,11572.0
,California,F,College,,19121,95,0,Personal Auto,Four-Door Car,915,,XI14610,3645.0
,Oregon,M,Bachelor,,0,65,0,Personal Auto,Four-Door Car,468,,VE31268,4362.0
,Oregon,F,High School or Below,,68563,131,1,Personal Auto,SUV,350,,ZD13262,10425.0
,Nevada,M,High School or Below,,24726,92,1,Personal Auto,Four-Door Car,150,,OJ58066,7025.0
,Arizona,F,College,,0,97,0,Personal Auto,Four-Door Car,638,,RK81706,7388.0
,California,M,Bachelor,,51991,73,0,Personal Auto,Four-Door Car,124,,NI18835,2927.0
,California,M,Bachelor,,0,118,0,Personal Auto,SUV,153,,RA87395,8356.0
,Oregon,M,High School or Below,,89096,111,0,Personal Auto,SUV,64,,QN13323,8718.0
,Oregon,F,High School or Below,,23031,148,0,Special Auto,SUV,710,,BC53363,35227.0
,Arizona,M,Bachelor,,29540,73,0,Personal Auto,Four-Door Car,350,,VB26229,8697.0
,California,F,Master,,58557,88,0,Personal Auto,Four-Door Car,55,,AD28535,3554.0
,Oregon,M,College,,88816,70,0,Personal Auto,Two-Door Car,164,,SE50560,2818.0
,California,F,Bachelor,,0,61,0,Personal Auto,Four-Door Car,439,,YL65673,19045.0
,California,F,High School or Below,,61809,72,0,Personal Auto,Two-Door Car,328,,WK65741,2893.0
,California,M,College,,58452,186,0,Corporate Auto,Luxury,892,,GZ77449,14439.0
,Oregon,F,College,,57161,127,0,Personal Auto,Luxury,609,,OF49789,5121.0
,Arizona,M,College,,0,65,0,Personal Auto,Four-Door Car,111,,YX54093,2217.0
,California,F,High School or Below,,90083,71,0,Personal Auto,Two-Door Car,181,,TD19026,2861.0
,California,F,High School or Below,,57693,76,0,Personal Auto,Four-Door Car,547,,XT67997,5979.0
,Nevada,M,College,,0,69,0,Personal Auto,Four-Door Car,331,,WP65749,7377.0
,California,M,High School or Below,,44368,80,0,Personal Auto,Two-Door Car,384,,YT91759,6366.0
,Oregon,M,College,,68727,72,0,Personal Auto,Four-Door Car,171,,YH20696,8657.0
,Oregon,F,Master,,40564,97,0,Personal Auto,Four-Door Car,85,,NS14955,11726.0
,Nevada,M,High School or Below,,51066,74,0,Personal Auto,Four-Door Car,787,,UH79028,5780.0
,Oregon,M,High School or Below,,0,92,0,Personal Auto,Two-Door Car,640,,JM89095,10058.0
,Washington,F,College,,90551,61,4,Corporate Auto,Four-Door Car,374,,NK26146,7072.0
,Washington,F,College,,0,67,0,Personal Auto,Four-Door Car,321,,HE99696,4787.0
,California,M,Bachelor,,21353,80,0,Personal Auto,Four-Door Car,576,,HH15953,3013.0
,California,M,High School or Below,,0,102,0,Personal Auto,Four-Door Car,976,,ZO30377,3472.0
,Oregon,F,College,,55350,67,0,Personal Auto,Four-Door Car,321,,VZ23007,5380.0
,Nevada,M,Bachelor,,80321,105,0,Corporate Auto,SUV,166,,DF74270,38230.0
,California,F,Bachelor,,94230,137,0,Special Auto,SUV,657,,SE47384,5526.0
,Arizona,M,Bachelor,,53305,63,0,Corporate Auto,Two-Door Car,302,,CS84396,4883.0
,California,M,College,,55593,182,1,Corporate Auto,Luxury,677,,OQ20827,14203.0
,Oregon,F,Bachelor,,0,165,0,Personal Auto,Luxury,1853,,VU47281,5745.0
,Arizona,F,College,,0,94,0,Personal Auto,Two-Door Car,676,,BN62219,9602.0
,Arizona,M,Bachelor,,0,87,0,Personal Auto,Four-Door Car,132,,TP39671,3199.0
,Arizona,M,High School or Below,,22158,74,0,Personal Auto,Four-Door Car,355,,HX33134,2758.0
,Oregon,F,Bachelor,,81605,67,0,Personal Auto,Two-Door Car,424,,UR49989,2725.0
,Washington,M,Master,,62219,69,0,Personal Auto,Two-Door Car,243,,VU48786,5550.0
,California,M,Bachelor,,15587,71,0,Special Auto,Two-Door Car,136,,QM46642,2619.0
,Nevada,F,Doctor,,0,84,1,Corporate Auto,Four-Door Car,481,,TG60853,6265.0
,California,M,College,,0,116,0,Personal Auto,Two-Door Car,835,,CV40610,12313.0
,Oregon,M,High School or Below,,28505,88,0,Personal Auto,Four-Door Car,422,,HI98447,10552.0
,Arizona,M,High School or Below,,25918,104,0,Personal Auto,SUV,996,,QD86271,12022.0
,Nevada,M,High School or Below,,0,261,0,Corporate Auto,Luxury,2759,,ZD75163,9295.0
,Oregon,M,Bachelor,,34137,62,0,Personal Auto,Two-Door Car,297,,LB98130,7440.0
,Washington,M,Bachelor,,21839,137,0,Personal Auto,Luxury,657,,VZ16820,10302.0
,California,M,College,,20978,98,1,Personal Auto,Four-Door Car,1176,,YE24562,3508.0
,Oregon,F,College,,83392,71,0,Personal Auto,Four-Door Car,125,,IH78357,5761.0
,Nevada,F,High School or Below,,73661,128,0,Personal Auto,SUV,404,,TH96263,10280.0
,Arizona,M,Bachelor,,49793,121,0,Personal Auto,SUV,640,,DC31768,4783.0
,Oregon,M,Bachelor,,0,65,0,Corporate Auto,Two-Door Car,686,,YO81676,2142.0
,California,M,Doctor,,91890,107,0,Personal Auto,SUV,156,,MQ79612,8738.0
,Nevada,M,High School or Below,,0,65,0,Corporate Auto,Two-Door Car,468,,ZZ77357,4468.0
,California,F,Bachelor,,11885,101,0,Corporate Auto,Four-Door Car,484,,OE88763,11315.0
,Arizona,F,Bachelor,,43000,109,0,Personal Auto,SUV,676,,XP39695,21886.0
,Oregon,M,High School or Below,,90043,63,0,Personal Auto,Four-Door Car,203,,QC28119,7681.0
,California,M,College,,0,72,0,Special Auto,Four-Door Car,345,,AZ29426,16702.0
,California,F,Bachelor,,48567,130,0,Corporate Auto,SUV,624,,RI46607,5015.0
,Arizona,F,High School or Below,,27510,159,3,Corporate Auto,SUV,871,,OJ63606,5776.0
,Nevada,F,Master,,59124,70,2,Personal Auto,Four-Door Car,173,,TQ89058,2777.0
,Arizona,F,College,,0,119,3,Personal Auto,Luxury,856,,IW78492,4127.0
,Arizona,F,High School or Below,,56531,170,3,Corporate Auto,SUV,816,,WE88728,6670.0
,Nevada,F,Bachelor,,0,139,1,Personal Auto,SUV,667,,PJ74689,14741.0
,Nevada,M,Bachelor,,45277,191,0,Special Auto,Luxury,916,,ZI86917,38320.0
,Washington,F,Bachelor,,0,65,3,Personal Auto,Four-Door Car,368,,IJ71609,2064.0
,Arizona,F,Bachelor,,0,73,0,Personal Auto,Four-Door Car,350,,FP17993,5504.0
,Oregon,F,Master,,22886,65,0,Corporate Auto,Four-Door Car,312,,EC28398,5096.0
,Washington,F,High School or Below,,66685,67,2,Personal Auto,Two-Door Car,38,,ZX85480,7995.0
,Oregon,F,College,,65775,72,0,Personal Auto,Four-Door Car,171,,JP27787,5674.0
,Arizona,M,Doctor,,52972,74,0,Special Auto,Four-Door Car,355,,NH24429,2886.0
,Arizona,M,Master,,52979,72,0,Personal Auto,Two-Door Car,345,,QU58523,5794.0
,Arizona,F,Bachelor,,55436,67,0,Personal Auto,Four-Door Car,321,,EZ39383,10706.0
,Oregon,F,College,,32116,132,0,Personal Auto,SUV,277,,IR74017,5320.0
,California,M,Master,,56070,74,0,Personal Auto,Two-Door Car,87,,DH68234,20498.0
,Arizona,M,High School or Below,,0,62,0,Personal Auto,Four-Door Car,690,,TZ37274,4628.0
,California,F,Bachelor,,0,116,1,Personal Auto,SUV,835,,QG67362,27287.0
,California,F,Bachelor,,93621,100,0,Personal Auto,SUV,59,,TN36916,4029.0
,Oregon,M,Bachelor,,79192,70,0,Personal Auto,Two-Door Car,336,,FL74984,2744.0
,Arizona,M,College,,96853,98,0,Personal Auto,Two-Door Car,565,,FV15346,35444.0
,Washington,F,Master,,0,83,4,Corporate Auto,Four-Door Car,355,,JV12632,2858.0
,California,F,College,,75121,73,0,Corporate Auto,Two-Door Car,171,,TF64196,5862.0
,Oregon,F,College,,0,117,0,Personal Auto,Four-Door Car,842,,PC27174,4031.0
,Nevada,F,Bachelor,,69959,63,0,Personal Auto,Two-Door Car,401,,RL28880,7553.0
,Oregon,F,Bachelor,,81400,104,0,Special Auto,Four-Door Car,499,,FG46631,16699.0
,California,M,High School or Below,,0,98,1,Corporate Auto,Two-Door Car,705,,PB29715,3233.0
,California,M,Bachelor,,67523,72,0,Corporate Auto,Two-Door Car,345,,ZV42323,5640.0
,California,F,High School or Below,,62366,108,0,Personal Auto,Four-Door Car,51,,YS49138,8678.0
,California,M,Bachelor,,67134,131,1,Personal Auto,Luxury,277,,XJ34057,10339.0
,California,F,College,,41479,94,1,Personal Auto,Two-Door Car,19,,NJ54277,3746.0
,California,F,College,,29697,66,4,Personal Auto,Four-Door Car,316,,RL64888,2571.0
